dataset,seed,N,d_c,d_y,anom_pct,PNKIF,PNKIF_SNN,ROCOD,IF
lymphography_dami,42,148,1,2,4.054054054054054,0.8080985915492958,0.8034037558685446,0.3603286384976526,0.8433098591549296
lymphography_dami,123,148,1,2,4.054054054054054,0.8386150234741784,0.7893192488262911,0.3603286384976526,0.8350938967136151
lymphography_dami,456,148,1,2,4.054054054054054,0.8198356807511737,0.7893192488262911,0.3603286384976526,0.8444835680751174
lymphography_dami,789,148,1,2,4.054054054054054,0.829225352112676,0.7834507042253522,0.3603286384976526,0.8456572769953051
lymphography_dami,1011,148,1,2,4.054054054054054,0.8339201877934272,0.7705399061032865,0.3603286384976526,0.835093896713615
wbc_dami,42,223,3,6,4.484304932735426,0.8901408450704226,0.9103286384976526,0.4666666666666667,0.9802816901408451
wbc_dami,123,223,3,6,4.484304932735426,0.8863849765258216,0.9084507042253521,0.4666666666666667,0.9821596244131455
wbc_dami,456,223,3,6,4.484304932735426,0.8981220657276995,0.9070422535211268,0.4666666666666667,0.9826291079812206
wbc_dami,789,223,3,6,4.484304932735426,0.8793427230046948,0.9032863849765258,0.4666666666666667,0.9807511737089201
wbc_dami,1011,223,3,6,4.484304932735426,0.8849765258215962,0.9028169014084507,0.4666666666666667,0.9835680751173709
wdbc_dami,42,367,5,25,2.7247956403269753,0.8226890756302521,0.8389355742296919,0.938375350140056,0.981232492997199
wdbc_dami,123,367,5,25,2.7247956403269753,0.7966386554621849,0.7918767507002802,0.938375350140056,0.9831932773109243
wdbc_dami,456,367,5,25,2.7247956403269753,0.8215686274509805,0.8411764705882353,0.938375350140056,0.9831932773109244
wdbc_dami,789,367,5,25,2.7247956403269753,0.8330532212885153,0.8663865546218487,0.938375350140056,0.9795518207282914
wdbc_dami,1011,367,5,25,2.7247956403269753,0.8719887955182073,0.84593837535014,0.938375350140056,0.980952380952381
