dataset,method,seed,n_samples,n_context,n_behavior,anomaly_rate,auroc,auprc,p_at_k,runtime_sec,timestamp
adult_shift,PNKDIF,456,30162,5,4,0.0500,0.987669,0.678777,0.450000,4.323,2026-01-31T03:10:25.683931
adult_shift,PNKDIF_uniform,456,30162,5,4,0.0500,0.987735,0.674895,0.410000,4.225,2026-01-31T03:10:29.926928
adult_shift,PNKDIF_noMLP,456,30162,5,4,0.0500,0.995470,0.926855,1.000000,2.613,2026-01-31T03:10:32.553766
adult_shift,IF,789,30162,5,4,0.0500,0.992007,0.862789,1.000000,0.246,2026-01-31T03:10:33.032199
adult_shift,IF_concat,789,30162,5,4,0.0500,0.953742,0.514179,0.890000,0.258,2026-01-31T03:10:33.303846
adult_shift,DIF,789,30162,5,4,0.0500,0.985803,0.666755,0.160000,1.992,2026-01-31T03:10:35.309135
adult_shift,DIF_concat,789,30162,5,4,0.0500,0.969087,0.552232,0.230000,2.056,2026-01-31T03:10:37.378825
adult_shift,LOF,789,30162,5,4,0.0500,0.696815,0.141220,0.410000,5.335,2026-01-31T03:10:42.726601
adult_shift,QCAD,789,30162,5,4,0.0500,0.993437,0.932938,0.990000,3.961,2026-01-31T03:10:46.704151
adult_shift,ROCOD,789,30162,5,4,0.0500,0.943041,0.364360,0.150000,3.347,2026-01-31T03:10:50.068768
adult_shift,PNKDIF,789,30162,5,4,0.0500,0.986919,0.670221,0.440000,6.344,2026-01-31T03:10:56.434903
adult_shift,PNKDIF_uniform,789,30162,5,4,0.0500,0.987281,0.672303,0.430000,5.905,2026-01-31T03:11:02.360510
adult_shift,PNKDIF_noMLP,789,30162,5,4,0.0500,0.997345,0.962904,1.000000,3.765,2026-01-31T03:11:06.145321
adult_shift,IF,1011,30162,5,4,0.0500,0.993135,0.880479,1.000000,0.428,2026-01-31T03:11:06.973761
adult_shift,IF_concat,1011,30162,5,4,0.0500,0.951526,0.468740,0.720000,0.344,2026-01-31T03:11:07.337640
adult_shift,DIF,1011,30162,5,4,0.0500,0.985487,0.658036,0.110000,2.837,2026-01-31T03:11:10.194230
